"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX1141143","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154093/SRR2154093.fastq.gz","","SRR2154093","SRX1141143","SAMN03976318","SRS1026310","PRJNA292451","SRP062244","SRA288517","Bdf3_C74_No_Dox","Bdf3_C74_No_Dox","Bdf3_C74_No_Dox","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","18886647106","186996506","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: Bdf3_C74_No_Dox","Trypanosoma brucei brucei Raw sequence reads","Bdf3 RNAi cells control","b0cc2b713453c17c8338d933a825fdce","16711611455","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154093/SRR2154093.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154093/SRR2154093.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/003/SRR2154093/SRR2154093.fastq.gz"
"SRX1141144","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2154094/SRR2154094.fastq.gz","","SRR2154094","SRX1141144","SAMN03976319","SRS1026311","PRJNA292451","SRP062244","SRA288517","Bdf3_C74_24h_Dox","Bdf3_C74_24h_Dox","Bdf3_C74_24h_Dox","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","5198502421","51470321","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: Bdf3_C74_24h_Dox","Trypanosoma brucei brucei Raw sequence reads","Bdf3 conditional knockout cells induced 24h with Dox","a55f6e9f922cbb1f239b78f042a26a8f","3761139181","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2154094/SRR2154094.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2154094/SRR2154094.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/004/SRR2154094/SRR2154094.fastq.gz"
"SRX1141145","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2154095/SRR2154095.fastq.gz","","SRR2154095","SRX1141145","SAMN03976308","SRS1026312","PRJNA292451","SRP062244","SRA288517","L224_12h_iBET","L224_12h_iBET","L224_12h_iBET","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","3940275731","39012631","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: L224_12h_iBET","Trypanosoma brucei brucei Raw sequence reads","RNA-seq timecourse of iBET treatment","fcf1c88b38393524881285c42927634f","3408653781","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2154095/SRR2154095.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2154095/SRR2154095.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/005/SRR2154095/SRR2154095.fastq.gz"
"SRX1141146","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2154096/SRR2154096.fastq.gz","","SRR2154096","SRX1141146","SAMN03976309","SRS1026313","PRJNA292451","SRP062244","SRA288517","L224_24h_iBET","L224_24h_iBET","L224_24h_iBET","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","3332415412","32994212","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: L224_24h_iBET","Trypanosoma brucei brucei Raw sequence reads","RNA-seq timecourse of iBET treatment","486cead6fd6f12c2b6f938b47f18bbea","2919758604","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2154096/SRR2154096.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2154096/SRR2154096.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/006/SRR2154096/SRR2154096.fastq.gz"
"SRX1141147","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2154097/SRR2154097.fastq.gz","","SRR2154097","SRX1141147","SAMN03976314","SRS1026314","PRJNA292451","SRP062244","SRA288517","Bdf2_A9_No_Dox","Bdf2_A9_No_Dox","Bdf2_A9_No_Dox","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","4861552079","48134179","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: Bdf2_A9_No_Dox","Trypanosoma brucei brucei Raw sequence reads","Bdf2 conditional knockout cells control","81f51796892d6164492d8fc5e19e3153","4060273231","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2154097/SRR2154097.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2154097/SRR2154097.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/007/SRR2154097/SRR2154097.fastq.gz"
"SRX1141148","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2154098/SRR2154098.fastq.gz","","SRR2154098","SRX1141148","SAMN03976315","SRS1026315","PRJNA292451","SRP062244","SRA288517","Bdf2_A9_48h_Dox","Bdf2_A9_48h_Dox","Bdf2_A9_48h_Dox","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","4489645637","44451937","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: Bdf2_A9_48h_Dox","Trypanosoma brucei brucei Raw sequence reads","Bdf2 conditional knockout cells induced 48h with Dox","7858f4485a8dc729dfdedab16ac471c7","3111058492","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2154098/SRR2154098.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2154098/SRR2154098.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/008/SRR2154098/SRR2154098.fastq.gz"
"SRX1141150","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2154112/SRR2154112.fastq.gz","","SRR2154112","SRX1141150","SAMN03976317","SRS1026317","PRJNA292451","SRP062244","SRA288517","Bdf2_A2_Deep_48h_Dox","Bdf2_A2_Deep_48h_Dox","Bdf2_A2_Deep_48h_Dox","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","11318295936","112062336","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: Bdf2_A2_Deep_48h_Dox","Trypanosoma brucei brucei Raw sequence reads","Bdf2 conditional knockout cells induced 48h with Dox","f2a95577b70017c77f35bdac747d8e2b","9946374930","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2154112/SRR2154112.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2154112/SRR2154112.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/002/SRR2154112/SRR2154112.fastq.gz"
"SRX1141163","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154113/SRR2154113.fastq.gz","","SRR2154113","SRX1141163","SAMN03976311","SRS1026304","PRJNA292451","SRP062244","SRA288517","L224_no_iBET_2","L224_no_iBET_2","L224_no_iBET","PRJNA292451","SINGLE","PolyA","TRANSCRIPTOMIC","RNA-Seq","","Illumina HiSeq 2000","ILLUMINA","4205395904","27850304","5702","Trypanosoma brucei brucei","Microbe sample from Trypanosoma brucei brucei","Illumina HiSeq 2000 sequencing: L224_no_iBET_2","Trypanosoma brucei brucei Raw sequence reads","RNA-seq timecourse of iBET treatment 2","0229717b3d5ddcbefcffa5ff8dec24ec","2714393353","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154113/SRR2154113.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2154113/SRR2154113.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/003/SRR2154113/SRR2154113.fastq.gz"
"SRX12775922","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_2.fastq.gz","SRR16573965","SRX12775922","SAMN22567530","SRS10721226","PRJNA774552","SRP343152","SRA1317385","GSM5655673_r1","GSM5655673","GSM5655673","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2633799760","17327630","5702","Trypanosoma brucei brucei","S16_1","NextSeq 500 sequencing: GSM5655673: S16_1 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","S16_1","2562830592bf8a8e02b97b6c748cdfa7;a3c31450e493499cde3a5e5e490f2913","855843627;848119925","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/065/SRR16573965/SRR16573965_2.fastq.gz"
"SRX12775923","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_2.fastq.gz","SRR16573966","SRX12775923","SAMN22567531","SRS10721227","PRJNA774552","SRP343152","SRA1317385","GSM5655674_r1","GSM5655674","GSM5655674","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","3323314624","21863912","5702","Trypanosoma brucei brucei","S16_2","NextSeq 500 sequencing: GSM5655674: S16_2 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","S16_2","ea22577cd83414e37e3b4d40433c59e6;8d0e161459eaee4578065bd4932fa34c","1076581405;1086949686","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/066/SRR16573966/SRR16573966_2.fastq.gz"
"SRX12775924","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_2.fastq.gz","SRR16573967","SRX12775924","SAMN22567532","SRS10721228","PRJNA774552","SRP343152","SRA1317385","GSM5655675_r1","GSM5655675","GSM5655675","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","4446899232","29255916","5702","Trypanosoma brucei brucei","S16_3","NextSeq 500 sequencing: GSM5655675: S16_3 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","S16_3","8064dec9d1ff04b47ec27a3981953cdf;75e20446ec99ecc53f1ffb2e85e5bbee","1427068381;1416482532","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/067/SRR16573967/SRR16573967_2.fastq.gz"
"SRX12775925","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_2.fastq.gz","SRR16573968","SRX12775925","SAMN22567533","SRS10721229","PRJNA774552","SRP343152","SRA1317385","GSM5655676_r1","GSM5655676","GSM5655676","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2349525408","15457404","5702","Trypanosoma brucei brucei","BF70_1","NextSeq 500 sequencing: GSM5655676: BF70_1 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","BF70_1","25de313b8f2702ba57f5fd46faca3065;df0f84814cf93c98cefb002439dd82d9","769459062;761963678","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/068/SRR16573968/SRR16573968_2.fastq.gz"
"SRX12775926","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_2.fastq.gz","SRR16573969","SRX12775926","SAMN22567534","SRS10721230","PRJNA774552","SRP343152","SRA1317385","GSM5655677_r1","GSM5655677","GSM5655677","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","5636731064","37083757","5702","Trypanosoma brucei brucei","BF70_2","NextSeq 500 sequencing: GSM5655677: BF70_2 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","BF70_2","bab08c600e8336c3d5ceb32ade3765cc;82424ea6e998426be1655354ff562f75","1843590188;1842532689","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/069/SRR16573969/SRR16573969_2.fastq.gz"
"SRX12775927","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_2.fastq.gz","SRR16573970","SRX12775927","SAMN22567518","SRS10721231","PRJNA774552","SRP343152","SRA1317385","GSM5655678_r1","GSM5655678","GSM5655678","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","4579371184","30127442","5702","Trypanosoma brucei brucei","BF70_3","NextSeq 500 sequencing: GSM5655678: BF70_3 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","BF70_3","859df7cedd5f1b1046e714dc753ba6fb;5e70a4e4d69b7d3692bcbf7abdc789d6","1492681855;1494711419","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/070/SRR16573970/SRR16573970_2.fastq.gz"
"SRX12775928","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_2.fastq.gz","SRR16573971","SRX12775928","SAMN22567519","SRS10721232","PRJNA774552","SRP343152","SRA1317385","GSM5655679_r1","GSM5655679","GSM5655679","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2904094520","19105885","5702","Trypanosoma brucei brucei","449_1","NextSeq 500 sequencing: GSM5655679: 449_1 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","449_1","db67d9b171c6babdbb06d019af2ea2d8;d10aeb7fd4b9d035b6cf583b964d86b7","954556581;960069233","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/071/SRR16573971/SRR16573971_2.fastq.gz"
"SRX12775929","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_2.fastq.gz","SRR16573972","SRX12775929","SAMN22567520","SRS10721233","PRJNA774552","SRP343152","SRA1317385","GSM5655680_r1","GSM5655680","GSM5655680","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","6263306528","41205964","5702","Trypanosoma brucei brucei","449_2","NextSeq 500 sequencing: GSM5655680: 449_2 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","449_2","033bfa7f2bc8fba2c94acde891428bdd;b64121c7556c60dcb74c031836f8dd51","2042184298;2042616951","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/072/SRR16573972/SRR16573972_2.fastq.gz"
"SRX12775930","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_2.fastq.gz","SRR16573973","SRX12775930","SAMN22567521","SRS10721234","PRJNA774552","SRP343152","SRA1317385","GSM5655681_r1","GSM5655681","GSM5655681","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2626695584","17280892","5702","Trypanosoma brucei brucei","449_3","NextSeq 500 sequencing: GSM5655681: 449_3 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","449_3","55937d30a42f547b5efa619e351d2008;1e61f882b24f8699e79f71d19db419d7","862114262;859532142","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/073/SRR16573973/SRR16573973_2.fastq.gz"
"SRX12775931","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_2.fastq.gz","SRR16573974","SRX12775931","SAMN22567522","SRS10721235","PRJNA774552","SRP343152","SRA1317385","GSM5655682_r1","GSM5655682","GSM5655682","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2143257608","14100379","5702","Trypanosoma brucei brucei","PF70_1","NextSeq 500 sequencing: GSM5655682: PF70_1 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","PF70_1","0556e7fbc54dbde570d388a27af19307;e1b5a990ed0c14e6b1c3976a33aee538","697959353;700152359","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/074/SRR16573974/SRR16573974_2.fastq.gz"
"SRX12775932","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_2.fastq.gz","SRR16573975","SRX12775932","SAMN22567523","SRS10721236","PRJNA774552","SRP343152","SRA1317385","GSM5655683_r1","GSM5655683","GSM5655683","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","4359387512","28680181","5702","Trypanosoma brucei brucei","PF70_2","NextSeq 500 sequencing: GSM5655683: PF70_2 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","PF70_2","ebf228788442269846877d4bff7d55c1;e109d527fc88f46247abb6113591406c","1429964717;1433072018","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/075/SRR16573975/SRR16573975_2.fastq.gz"
"SRX12775933","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_2.fastq.gz","SRR16573976","SRX12775933","SAMN22567524","SRS10721237","PRJNA774552","SRP343152","SRA1317385","GSM5655684_r1","GSM5655684","GSM5655684","GSE186563","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","","NextSeq 500","ILLUMINA","2276036448","14973924","5702","Trypanosoma brucei brucei","PF70_3","NextSeq 500 sequencing: GSM5655684: PF70_3 Trypanosoma brucei brucei RNA-Seq","Effect of the depletion of RBP33 (Tb927.8.990) on the transcriptome of bloodstream and procyclic Trypanosome brucei [RNA-seq]","PF70_3","78dd0ed1f31ca57b512379aceea835d6;02aa7769fa8036f0d934b5d538800a26","746993862;742644269","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/076/SRR16573976/SRR16573976_2.fastq.gz"
